,train,val,test
790,C3N-01024-24,,
791,C3N-02145-23,,
792,C3L-01889-21,,
793,C3N-01414-22,,
794,C3L-02365-21,,
795,C3N-03929-22,,
796,C3N-02920-21,,
797,C3L-04743-27,,
798,C3N-00574-21,,
799,C3N-01413-22,,
800,C3N-02718-26,,
801,C3L-02169-25,,
802,C3N-00560-22,,
803,C3N-02234-21,,
804,C3L-04744-22,,
805,C3N-00574-22,,
806,C3N-01417-24,,
807,C3N-00167-26,,
808,C3N-01410-22,,
809,C3N-02153-21,,
810,C3L-00446-24,,
811,C3L-00094-21,,
812,C3N-01071-24,,
813,C3N-00547-24,,
814,C3N-02150-24,,
815,C3N-02922-26,,
816,C3N-02728-26,,
817,C3N-02919-24,,
818,C3N-02230-22,,
819,C3N-03222-22,,
820,C3L-02169-21,,
821,C3N-00294-25,,
822,C3L-00263-22,,
823,C3N-02231-21,,
824,C3N-00580-27,,
825,C3L-04040-26,,
826,C3L-02661-24,,
827,C3N-01488-26,,
828,C3L-04784-27,,
829,C3N-00294-21,,
830,C3N-01488-27,,
831,C3L-04757-26,,
832,C3N-00550-22,,
833,C3N-02158-24,,
834,C3L-02169-23,,
835,C3N-01024-23,,
836,C3N-02230-21,,
837,C3L-00973-28,,
838,C3N-01074-27,,
839,C3N-01408-26,,
840,C3L-04743-26,,
841,C3N-02757-21,,
842,C3N-03063-21,,
843,C3N-03052-23,,
844,C3L-04040-23,,
845,C3N-03233-22,,
846,C3N-00545-21,,
847,C3L-00368-26,,
848,C3N-03890-23,,
849,C3N-00169-21,,
850,C3N-00294-22,,
851,C3N-02922-22,,
852,C3L-01330-22,,
853,C3N-02919-21,,
854,C3N-02155-22,,
855,C3L-02515-23,,
856,C3L-04743-21,,
857,C3N-03074-23,,
858,C3N-01409-23,,
859,C3L-01632-23,,
860,C3L-04031-22,,
861,C3N-00580-22,,
862,C3N-02380-21,,
863,C3L-00279-24,,
864,C3L-02616-25,,
865,C3N-00959-21,,
866,C3L-03462-23,,
867,C3N-00169-24,,
868,C3L-02129-23,,
869,C3L-04784-25,,
870,C3L-01924-25,,
871,C3N-01021-26,,
872,C3N-01413-27,,
873,C3L-03984-23,,
874,C3L-01330-24,,
875,C3N-02928-22,,
876,C3N-03420-29,,
877,C3N-02973-23,,
878,C3L-02169-26,,
879,C3L-02893-22,,
880,C3L-00973-23,,
881,C3N-00293-21,,
882,C3L-03268-21,,
883,C3N-02088-23,,
884,C3N-00737-22,,
885,C3L-00009-26,,
886,C3L-01632-26,,
887,C3L-03985-21,,
888,C3L-03976-26,,
889,C3N-03764-22,,
890,C3N-01842-26,,
891,C3L-02654-21,,
892,C3N-00549-23,,
893,C3N-01417-22,,
894,C3N-00180-26,,
895,C3N-02451-23,,
896,C3L-02560-22,,
897,C3N-02089-26,,
898,C3L-04033-26,,
899,C3L-03984-26,,
900,C3N-02088-26,,
901,C3N-02973-22,,
902,C3L-01924-27,,
903,C3N-01488-24,,
904,C3L-04033-28,,
905,C3L-04370-21,,
906,C3N-00180-21,,
907,C3N-03238-23,,
908,C3L-03976-21,,
909,C3N-02155-21,,
910,C3L-04373-26,,
911,C3N-00167-27,,
912,C3L-02654-27,,
913,C3L-03271-25,,
914,C3N-00574-27,,
915,C3L-02365-22,,
916,C3N-02929-22,,
917,C3N-03911-26,,
918,C3N-02950-21,,
919,C3N-02242-24,,
920,C3L-00263-24,,
921,C3N-02230-27,,
922,C3N-01414-23,,
923,C3L-04759-21,,
924,C3N-02237-27,,
925,C3L-00913-22,,
926,C3N-03210-23,,
927,C3N-01019-21,,
928,C3N-00579-22,,
929,C3L-00263-21,,
930,C3N-04382-22,,
931,C3N-03764-29,,
932,C3N-02926-22,,
933,C3N-02572-23,,
934,C3L-04031-28,,
935,C3N-02145-27,,
936,C3L-02560-21,,
937,C3N-02916-22,,
938,C3N-02290-22,,
939,C3N-03212-22,,
940,C3N-02231-27,,
941,C3N-02193-25,,
942,C3N-00556-23,,
943,C3N-00545-23,,
944,C3N-02926-21,,
945,C3L-00144-21,,
946,C3L-04037-22,,
947,C3N-02155-23,,
948,C3N-00738-23,,
949,C3N-02242-26,,
950,C3N-02529-22,,
951,C3L-03271-24,,
952,C3L-03462-24,,
953,C3N-03929-23,,
954,C3N-01021-24,,
955,C3N-02192-27,,
956,C3N-01022-24,,
957,C3L-01924-24,,
958,C3N-03057-23,,
959,C3N-02379-22,,
960,C3N-01024-27,,
961,C3N-02973-26,,
962,C3L-02616-27,,
963,C3N-04157-23,,
964,C3L-04370-28,,
965,C3N-03765-29,,
966,C3L-03976-24,,
967,C3N-02000-22,,
968,C3N-00560-24,,
969,C3N-02922-24,,
970,C3N-02152-21,,
971,C3N-02587-23,,
972,C3N-04330-22,,
973,C3N-02144-22,,
974,C3N-02828-27,,
975,C3L-00095-23,,
976,C3N-02153-27,,
977,C3L-00422-22,,
978,C3N-00549-22,,
979,C3N-01022-21,,
980,C3L-02954-26,,
981,C3N-00552-22,,
982,C3N-02529-23,,
983,C3N-02922-21,,
984,C3L-02958-26,,
985,C3N-00737-26,,
986,C3N-00175-24,,
987,C3N-00560-21,,
988,C3L-04037-21,,
989,C3N-02234-22,,
990,C3N-01022-26,,
991,C3N-01024-26,,
992,C3N-02718-22,,
993,C3N-02380-23,,
994,C3N-03202-21,,
995,C3L-04365-26,,
996,C3N-00175-23,,
997,C3N-01415-23,,
998,C3L-04370-24,,
999,C3L-04744-23,,
1000,C3L-03976-25,,
1001,C3L-03984-24,,
1002,C3L-02643-21,,
1003,C3N-02828-26,,
1004,C3N-02089-21,,
1005,C3L-00510-26,,
1006,C3L-04370-26,,
1007,C3L-02348-26,,
1008,C3L-02654-23,,
1009,C3N-02152-26,,
1010,C3N-03038-24,,
1011,C3N-03038-23,,
1012,C3N-00180-27,,
1013,C3L-02661-22,,
1014,C3N-02240-22,,
1015,C3L-04373-23,,
1016,C3N-00572-23,,
1017,C3N-00294-24,,
1018,C3L-02654-24,,
1019,C3N-00559-22,,
1020,C3N-00737-23,,
1021,C3L-02616-28,,
1022,C3L-02348-21,,
1023,C3L-03976-22,,
1024,C3N-00203-27,,
1025,C3N-02715-26,,
1026,C3N-04168-26,,
1027,C3L-03271-23,,
1028,C3N-01074-24,,
1029,C3N-02922-23,,
1030,C3N-01016-23,,
1031,C3N-02152-24,,
1032,C3N-02451-21,,
1033,9f905736-f662-41d6-b3ac-16758d_D1_D1,,
1034,C3N-02192-21,,
1035,C3N-01030-24,,
1036,C3L-02661-27,,
1037,C3L-04757-22,,
1038,C3N-01405-22,,
1039,C3L-05369-24,,
1040,C3L-05422-28,,
1041,C3L-00415-26,,
1042,C3N-05914-29,,
1043,C3N-04162-21,,
1044,C3L-03272-25,,
1045,C3L-05411-27,,
1046,C3L-04874-28,,
1047,C3L-04873-28,,
1048,C3N-05080-25,,
1049,C3L-03962-25,,
1050,C3L-02170-21,,
1051,C3L-01455-24,,
1052,C3L-04014-26,,
1053,C3L-04808-22,,
1054,C3N-03877-21,,
1055,C3L-03982-26,,
1056,C3L-00927-22,,
1057,C3L-02891-21,,
1058,C3L-04379-22,,
1059,C3N-02289-26,,
1060,C3L-04880-28,,
1061,C3L-04856-21,,
1062,C3L-04878-21,,
1063,C3N-02252-30,,
1064,C3L-04868-28,,
1065,C3L-04856-24,,
1066,C3L-05148-23,,
1067,C3L-05392-28,,
1068,C3N-02494-24,,
1069,C3L-05398-21,,
1070,C3L-05369-27,,
1071,C3L-02665-28,,
1072,C3L-02649-30,,
1073,C3N-00211-21,,
1074,C3L-05020-22,,
1075,C3L-02665-27,,
1076,C3L-04858-23,,
1077,C3L-04861-23,,
1078,C3L-02170-23,,
1079,C3L-04889-27,,
1080,C3L-05148-21,,
1081,C3L-02127-24,,
1082,C3L-04781-23,,
1083,C3L-04888-21,,
1084,C3L-02951-22,,
1085,C3N-02425-22,,
1086,C3L-04786-24,,
1087,C3L-00568-22,,
1088,C3L-05411-23,,
1089,C3L-04922-22,,
1090,C3L-04792-26,,
1091,C3N-01018-24,,
1092,C3L-00568-23,,
1093,C3L-04367-25,,
1094,C3L-05398-26,,
1095,C3L-00993-27,,
1096,C3N-03662-26,,
1097,C3N-01893-23,,
1098,C3L-04336-25,,
1099,C3L-04883-22,,
1100,C3L-04863-26,,
1101,C3L-04868-21,,
1102,C3L-03963-21,,
1103,C3L-05394-25,,
1104,C3L-02648-25,,
1105,C3L-04079-22,,
1106,C3N-05078-21,,
1107,C3N-03848-23,,
1108,C3L-02669-23,,
1109,C3L-05428-21,,
1110,C3L-04781-25,,
1111,C3N-02725-21,,
1112,C3L-05395-21,,
1113,C3L-04889-24,,
1114,C3L-04871-26,,
1115,C3L-04013-25,,
1116,C3N-05923-21,,
1117,C3L-02629-23,,
1118,C3L-04379-21,,
1119,C3L-05420-23,,
1120,C3N-01020-21,,
1121,C3L-02665-21,,
1122,C3L-04863-23,,
1123,C3L-00993-22,,
1124,C3L-04391-26,,
1125,C3L-01606-21,,
1126,C3L-05212-24,,
1127,C3L-03982-24,,
1128,C3L-06169-28,,
1129,C3L-04804-24,,
1130,C3N-02523-22,,
1131,C3L-04854-24,,
1132,C3L-05020-25,,
1133,C3L-05145-21,,
1134,C3L-03961-23,,
1135,C3L-02618-21,,
1136,C3L-04880-23,,
1137,C3L-02660-24,,
1138,C3N-00211-23,,
1139,C3L-02170-24,,
1140,C3L-05394-23,,
1141,C3L-00503-25,,
1142,C3L-02618-26,,
1143,C3L-05145-22,,
1144,C3L-05145-23,,
1145,C3L-05420-22,,
1146,C3L-05398-23,,
1147,C3L-04921-22,,
1148,C3L-02648-29,,
1149,C3N-03204-22,,
1150,C3N-04127-21,,
1151,C3L-02951-26,,
1152,C3L-02650-25,,
1153,C3L-04916-25,,
1154,C3L-05395-28,,
1155,C3N-03072-22,,
1156,C3N-03486-22,,
1157,C3N-03662-22,,
1158,C3L-00603-21,,
1159,C3L-02649-23,,
1160,C3L-04379-23,,
1161,C3N-02285-30,,
1162,C3L-05394-27,,
1163,C3L-04887-28,,
1164,C3L-04410-21,,
1165,C3N-05100-27,,
1166,C3N-00839-23,,
1167,C3L-02646-23,,
1168,C3L-02627-26,,
1169,C3N-02494-22,,
1170,C3L-05427-25,,
1171,C3N-03923-21,,
1172,C3L-02546-21,,
1173,C3L-04792-25,,
1174,C3N-03875-21,,
1175,C3L-04883-28,,
1176,C3L-00965-23,,
1177,C3L-04404-26,,
1178,C3L-04921-28,,
1179,C3L-05393-21,,
1180,C3L-05022-25,,
1181,C3L-02349-21,,
1182,C3N-02725-26,,
1183,C3L-04883-27,,
1184,C3L-06169-23,,
1185,C3L-04889-26,,
1186,C3L-05693-26,,
1187,C3L-04889-21,,
1188,C3L-02168-24,,
1189,C3L-00923-26,,
1190,C3L-05398-27,,
1191,C3L-02648-21,,
1192,C3N-00229-30,,
1193,C3N-01028-24,,
1194,C3L-02964-26,,
1195,C3L-04866-23,,
1196,C3N-01892-28,,
1197,C3L-05392-21,,
1198,C3L-01884-21,,
1199,C3N-01028-23,,
1200,C3L-00927-26,,
1201,C3L-05150-22,,
1202,C3L-01884-26,,
1203,C3L-05427-26,,
1204,C3L-04856-22,,
1205,C3N-02425-23,,
1206,C3N-05929-25,,
1207,C3L-01606-26,,
1208,C3L-05172-21,,
1209,C3L-00904-22,,
1210,C3L-03965-22,,
1211,C3L-00993-26,,
1212,C3L-04868-24,,
1213,C3L-02891-23,,
1214,C3N-02425-21,,
1215,C3N-00555-23,,
1216,C3L-04861-21,,
1217,C3L-04086-27,,
1218,C3L-04086-24,,
1219,C3L-02629-24,,
1220,C3L-04367-28,,
1221,C3L-05212-22,,
1222,C3L-04804-25,,
1223,C3N-00309-24,,
1224,C3L-02660-23,,
1225,C3L-05398-25,,
1226,C3L-05399-28,,
1227,C3L-03678-23,,
1228,C3L-04379-24,,
1229,C3L-05221-26,,
1230,C3L-04883-24,,
1231,C3L-04888-25,,
1232,C3N-01768-26,,
1233,C3L-06169-22,,
1234,C3N-01025-26,,
1235,C3L-00904-21,,
1236,C3L-04912-24,,
1237,C3L-02646-21,,
1238,C3L-02648-22,,
1239,C3L-04781-27,,
1240,C3L-03678-21,,
1241,C3L-04071-24,,
1242,C3L-03965-25,,
1243,C3L-04861-26,,
1244,C3L-04746-26,,
1245,C3L-04786-21,,
1246,C3L-04746-23,,
1247,C3L-05428-28,,
1248,C3L-02618-24,,
1249,C3N-00497-21,,
1250,C3L-04854-27,,
1251,C3L-04858-27,,
1252,C3L-04874-21,,
1253,C3L-02619-23,,
1254,C3N-00211-26,,
1255,C3L-04861-27,,
1256,C3L-04887-26,,
1257,C3N-01411-22,,
1258,C3N-00247-23,,
1259,C3L-03987-22,,
1260,C3L-04916-22,,
1261,C3L-04378-26,,
1262,C3L-05428-22,,
1263,C3L-04079-23,,
1264,C3L-04921-21,,
1265,C3L-04889-25,,
1266,C3N-02575-22,,
1267,C3L-04804-21,,
1268,C3L-04873-24,,
1269,C3L-03962-26,,
1270,C3L-05411-24,,
1271,C3L-04216-24,,
1272,C3L-04334-21,,
1273,C3L-04781-26,,
1274,C3L-05422-27,,
1275,C3L-04746-25,,
1276,C3N-02575-21,,
1277,C3N-04167-26,,
1278,C3L-01884-23,,
1279,C3L-02665-25,,
1280,C3N-04155-21,,
1281,C3L-04868-26,,
1282,C3L-02649-21,,
1283,C3L-02168-23,,
1284,C3N-00211-22,,
1285,C3L-00445-21,,
1286,C3L-06169-21,,
1287,C3L-01000-26,,
1288,C3L-04883-23,,
1289,C3N-03093-22,,
1290,C3L-04071-23,,
1291,C3N-04127-23,,
1292,C3L-04404-21,,
1293,C3L-05428-24,,
1294,C3N-04457-21,,
1295,C3N-02300-22,,
1296,C3L-02625-24,,
1297,C3L-01285-21,,
1298,C3L-02669-21,,
1299,C3L-03987-28,,
1300,C3L-03982-23,,
1301,C3L-04921-25,,
1302,C3L-05423-26,,
1303,C3N-05079-21,,
1304,C3L-04391-23,,
1305,C3L-00965-21,,
1306,C3N-02375-23,,
1307,C3N-03092-23,,
1308,C3L-02968-26,,
1309,C3L-05397-24,,
1310,C3L-02660-27,,
1311,C3N-04713-26,,
1312,C3N-02494-21,,
1313,C3N-05079-28,,
1314,C3N-05630-22,,
1315,C3L-04921-23,,
1316,C3L-03965-27,,
1317,C3L-04086-22,,
1318,C3L-00503-21,,
1319,C3L-05423-25,,
1320,C3L-04334-26,,
1321,C3L-05423-24,,
1322,C3L-05022-22,,
1323,C3L-05150-24,,
1324,C3N-02289-29,,
1325,C3N-04457-22,,
1326,C3L-04379-27,,
1327,C3N-01018-26,,
1328,C3N-04162-22,,
1329,C3N-05923-29,,
1330,C3L-05022-26,,
1331,C3N-00555-22,,
1332,C3L-04749-21,,
1333,C3L-04408-26,,
1334,C3N-02435-27,,
1335,C3N-04457-26,,
1336,C3L-04874-23,,
1337,C3L-05420-24,,
1338,C3L-04912-25,,
1339,C3L-04792-24,,
1340,C3N-01194-24,,
1341,C3L-05399-27,,
1342,C3L-02665-24,,
1343,C3N-05080-27,,
1344,C3L-04071-22,,
1345,C3L-05394-28,,
1346,C3N-02374-23,,
1347,C3N-04167-21,,
1348,C3L-05422-24,,
1349,C3L-04880-27,,
1350,C3L-04866-21,,
1351,C3L-04746-21,,
1352,C3L-02963-23,,
1353,C3L-00993-23,,
1354,C3L-04856-26,,
1355,C3L-04086-21,,
1356,C3N-02339-22,,
1357,C3L-02349-26,,
1358,C3L-05420-26,,
1359,C3L-04871-28,,
1360,C3L-02130-24,,
1361,C3L-03965-21,,
1362,C3L-05369-21,,
1363,C3L-05428-23,,
1364,C3N-04155-26,,
1365,C3N-01017-27,,
1366,C3L-04378-27,,
1367,C3L-04887-21,,
1368,C3L-05417-28,,
1369,C3N-04124-21,,
1370,C3L-00993-24,,
1371,C3L-04367-23,,
1372,C3L-04013-24,,
1373,C3L-04013-21,,
1374,C3L-02629-27,,
1375,C3N-02426-22,,
1376,C3L-02649-27,,
1377,C3L-04367-21,,
1378,C3L-00965-22,,
1379,C3L-04873-23,,
1380,C3L-02625-25,,
1381,C3L-00445-24,,
1382,C3L-04888-24,,
1383,C3L-02130-23,,
1384,C3N-04701-29,,
1385,C3L-04861-22,,
1386,C3N-03886-22,,
1387,C3N-02284-30,,
1388,C3L-04367-27,,
1389,C3L-05420-25,,
1390,C3N-02426-21,,
1391,C3L-02624-24,,
1392,C3N-02523-23,,
1393,C3L-05411-28,,
1394,C3L-04871-24,,
1395,C3N-01020-22,,
1396,C3L-05423-23,,
1397,C3L-05145-26,,
1398,C3L-05225-25,,
1399,C3L-03272-21,,
1400,C3N-03051-23,,
1401,C3L-02624-23,,
1402,C3L-02650-28,,
1403,C3N-02435-21,,
1404,C3N-03875-25,,
1405,C3L-02618-22,,
1406,C3L-04858-26,,
1407,C3L-02627-28,,
1408,C3L-04878-22,,
1409,C3L-03962-27,,
1410,C3L-02546-26,,
1411,C3L-01663-22,,
1412,C3L-04880-21,,
1413,C3N-02575-23,,
1414,C3N-04167-23,,
1415,C3L-04334-25,,
1416,C3L-00503-23,,
1417,C3N-01411-21,,
1418,C3N-03662-23,,
1419,C3L-05212-26,,
1420,C3L-05020-24,,
1421,C3L-02963-22,,
1422,C3L-05020-21,,
1423,C3L-05397-27,,
1424,C3L-04216-21,,
1425,C3L-04872-23,,
1426,C3L-05020-28,,
1427,C3L-04873-21,,
1428,C3L-04871-23,,
1429,C3L-04916-21,,
1430,C3L-02127-22,,
1431,C3N-02675-27,,
1432,C3N-01025-24,,
1433,C3N-03662-21,,
1434,C3L-05148-26,,
1435,C3L-05411-26,,
1436,C3L-04216-23,,
1437,C3N-03076-22,,
1438,C3N-01025-27,,
1439,C3L-04871-21,,
1440,C3L-04871-27,,
1441,C3L-04013-22,,
1442,C3N-01025-23,,
1443,C3N-03486-23,,
1444,C3L-05176-25,,
1445,C3L-02649-26,,
1446,C3N-01020-26,,
1447,C3N-03877-23,,
1448,C3L-02650-26,,
1449,C3L-04808-23,,
1450,C3L-02660-26,,
1451,C3L-02625-26,,
1452,C3L-04334-27,,
1453,C3L-05150-26,,
1454,C3L-04889-22,,
1455,C3L-05422-25,,
1456,C3N-02435-26,,
1457,C3L-04872-22,,
1458,C3L-02660-21,,
1459,C3L-04786-27,,
1460,C3N-04162-23,,
1461,C3L-04367-26,,
1462,C3N-02252-29,,
1463,C3L-04878-24,,
1464,C3L-02552-26,,
1465,C3N-03092-22,,
1466,C3L-02164-22,,
1467,C3L-03982-28,,
1468,C3L-05022-24,,
1469,C3L-05395-27,,
1470,C3L-02665-22,,
1471,C3L-03987-24,,
1472,C3N-02374-21,,
1473,C3L-04872-28,,
1474,C3N-02434-23,,
1475,C3L-02163-23,,
1476,C3L-04361-22,,
1477,C3L-02625-22,,
1478,C3L-02629-21,,
1479,C3L-02627-25,,
1480,C3L-01663-26,,
1481,C3N-03424-29,,
1482,C3L-05427-22,,
1483,C3L-02164-26,,
1484,C3L-04888-27,,
1485,C3L-04873-27,,
1486,C3L-02625-28,,
1487,C3L-05369-28,,
1488,C3L-05020-27,,
1489,C3N-01020-23,,
1490,C3L-04746-24,,
1491,C3L-02648-24,,
1492,C3N-02339-21,,
1493,C3N-03923-23,,
1494,C3L-04792-28,,
1495,C3L-02552-23,,
1496,C3N-04162-26,,
1497,C3L-05022-21,,
1498,C3L-02629-22,,
1499,C3N-02285-24,,
1500,C3L-04336-23,,
1501,C3L-01838-26,,
1502,C3L-05428-26,,
1503,C3L-02969-21,,
1504,C3L-05212-21,,
1505,C3L-04014-23,,
1506,C3L-04402-21,,
1507,C3N-00229-29,,
1508,C3L-04878-25,,
1509,C3L-04409-26,,
1510,C3L-04866-22,,
1511,C3L-04334-23,,
1512,C3N-00247-28,,
1513,C3L-03961-24,,
1514,C3L-04858-28,,
1515,C3L-02358-26,,
1516,C3L-04854-21,,
1517,C3L-02625-27,,
1518,C3L-03982-27,,
1519,C3L-05148-24,,
1520,C3L-01884-22,,
1521,C3L-05176-26,,
1522,C3L-01455-21,,
1523,C3L-03965-28,,
1524,C3N-02725-22,,
1525,C3L-04334-28,,
1526,C3L-05225-24,,
1527,C3N-02283-21,,
1528,C3L-04922-21,,
1529,C3L-05395-24,,
1530,C3L-04367-22,,
1531,C3L-05221-23,,
1532,C3L-04746-28,,
1533,C3L-03963-24,,
1534,C3L-03963-27,,
1535,C3N-03886-26,,
1536,C3N-05929-23,,
1537,C3L-04378-28,,
1538,C3L-04013-27,,
1539,C3L-03272-24,,
1540,C3N-04124-22,,
1541,C3L-04379-28,,
1542,C3L-05369-26,,
1543,C3N-04169-22,,
1544,C3N-02339-23,,
1545,C3L-05172-25,,
1546,C3L-02951-23,,
1547,C3N-00221-22,,
1548,C3L-02130-22,,
1549,C3L-05221-21,,
1550,C3L-03963-28,,
1551,C3L-02168-21,,
1552,C3N-05629-21,,
1553,C3N-02688-21,,
1554,C3N-04609-22,,
1555,C3L-02646-25,,
1556,C3L-02649-24,,
1557,C3L-05393-27,,
1558,C3N-00247-22,,
1559,C3L-04888-26,,
1560,C3L-02669-25,,
1561,C3L-04792-27,,
1562,C3L-02963-21,,
1563,C3L-02665-26,,
1564,C3L-05145-24,,
1565,C3L-04866-25,,
1566,C3N-03851-23,,
1567,C3L-04858-24,,
1568,C3L-04792-21,,
1569,C3N-00221-24,,
1570,C3L-05399-21,,
1571,C3L-05399-23,,
1572,C3L-03982-22,,
1573,C3L-02969-26,,
1574,C3L-05172-23,,
1575,C3L-04808-26,,
1576,C3L-02969-22,,
1577,C3L-03961-26,,
1578,C3L-02163-21,,
1579,C3L-04014-22,,
1580,C3L-05397-28,,
1581,C3N-00555-24,,
1582,C3L-00445-23,,
1583,C3L-04916-28,,
1584,C3L-05420-27,,
1585,C3L-01455-22,,
1586,C3L-04014-24,,
1587,C3L-04921-24,,
1588,C3N-03425-29,,
1589,C3L-02619-26,,
1590,C3N-02288-29,,
1591,C3L-05022-23,,
1592,C3L-01000-25,,
1593,C3L-04861-25,,
1594,C3L-05397-25,,
1595,C3N-00309-21,,
1596,C3N-02283-30,,
1597,C3L-03272-26,,
1598,C3L-01285-26,,
1599,C3L-04854-22,,
1600,C3N-04127-22,,
1601,C3L-03272-23,,
1602,C3N-03848-21,,
1603,C3L-02660-28,,
1604,C3N-03851-24,,
1605,C3L-04874-24,,
1606,C3L-05176-24,,
1607,C3L-04378-22,,
1608,C3L-05225-23,,
1609,C3L-05398-24,,
1610,C3L-04863-24,,
1611,C3L-04887-24,,
1612,C3N-01846-22,,
1613,C3L-05392-26,,
1614,C3N-00309-25,,
1615,C3L-05397-22,,
1616,C3L-04880-25,,
1617,C3L-05422-23,,
1618,C3L-05693-21,,
1619,C3N-01892-29,,
1620,C3N-05630-26,,
1621,C3L-05212-25,,
1622,C3N-00309-23,,
1623,C3N-04124-23,,
1624,C3L-04379-25,,
1625,C3L-03987-26,,
1626,C3L-05417-24,,
1627,C3L-00965-24,,
1628,C3L-00568-21,,
1629,C3L-04014-25,,
1630,C3L-02164-27,,
1631,C3L-04749-23,,
1632,C3N-01017-24,,
1633,C3L-04916-26,,
1634,C3L-04786-26,,
1635,C3N-03093-25,,
1636,C3L-02619-28,,
1637,C3N-03425-25,,
1638,C3N-03092-24,,
1639,C3L-02619-21,,
1640,C3L-05395-23,,
1641,C3L-03962-24,,
1642,C3L-02627-22,,
1643,C3L-04887-22,,
1644,C3N-00211-24,,
1645,C3L-02669-28,,
1646,C3L-05399-22,,
1647,C3L-05176-21,,
1648,C3L-04912-22,,
1649,C3L-05395-25,,
1650,C3L-04378-23,,
1651,C3L-02164-23,,
1652,C3N-01025-22,,
1653,C3L-05392-25,,
1654,C3N-01028-27,,
1655,C3L-02891-26,,
1656,C3L-04728-21,,
1657,C3L-04079-21,,
1658,C3L-04871-25,,
1659,C3L-02619-25,,
1660,C3L-03965-24,,
1661,C3L-04786-28,,
1662,C3L-04786-22,,
1663,C3L-03272-22,,
1664,C3N-03877-22,,
1665,C3N-01846-26,,
1666,C3L-04872-25,,
1667,C3L-02618-27,,
1668,C3L-02163-25,,
1669,C3L-00603-26,,
1670,C3L-02650-30,,
1671,C3N-01020-27,,
1672,C3N-03051-22,,
1673,C3N-00839-26,,
1674,C3L-04854-28,,
1675,C3L-02648-26,,
1676,C3L-05398-22,,
1677,C3L-02127-25,,
1678,C3N-03076-23,,
1679,C3N-00221-28,,
1680,C3L-04334-22,,
1681,C3N-01018-21,,
1682,C3L-00081-26,,
1683,C3L-01455-26,,
1684,C3N-03886-23,,
1685,C3L-04861-28,,
1686,C3L-05145-25,,
1687,C3L-02625-23,,
1688,C3L-05397-23,,
1689,C3L-02170-22,,
1690,C3N-00221-21,,
1691,C3L-04874-27,,
1692,C3L-02660-25,,
1693,C3L-05394-26,,
1694,C3N-04167-22,,
1695,C3L-04781-28,,
1696,C3L-04014-28,,
1697,C3L-04872-26,,
1698,C3L-04916-27,,
1699,C3L-04361-25,,
1700,C3L-04086-28,,
1701,C3L-00603-22,,
1702,C3L-02170-25,,
1703,C3L-04888-23,,
1704,C3L-00081-21,,
1705,C3L-04922-26,,
1706,C3N-04609-26,,
1707,C3N-01767-26,,
1708,C3L-02164-21,,
1709,C3L-04912-23,,
1710,C3L-05394-24,,
1711,C3L-05393-24,,
1712,C3L-04863-22,,
1713,C3L-02619-27,,
1714,C3N-01018-27,,
1715,C3L-04808-21,,
1716,C3L-03987-25,,
1717,C3L-04336-22,,
1718,C3N-00555-27,,
1719,C3L-05172-26,,
1720,C3N-04457-23,,
1721,C3L-04804-26,,
1722,C3L-02358-21,,
1723,C3L-02650-24,,
1724,C3L-04336-26,,
1725,C3L-04410-26,,
1726,C3L-04873-25,,
1727,C3L-02963-26,,
1728,C3N-03923-22,,
1729,C3L-02619-22,,
1730,C3L-05428-27,,
1731,C3L-04804-23,,
1732,C3N-01018-22,,
1733,C3N-05078-25,,
1734,C3N-00247-26,,
1735,C3N-02339-26,,
1736,C3L-02650-22,,
1737,C3L-03961-25,,
1738,C3L-04361-21,,
1739,C3L-04863-25,,
1740,C3N-01017-26,,
1741,C3N-01017-21,,
1742,C3L-05417-23,,
1743,C3L-04071-21,,
1744,C3L-04878-28,,
1745,C3L-04378-25,,
1746,C3L-04216-25,,
1747,C3L-05427-21,,
1748,C3L-02546-23,,
1749,C3N-01017-22,,
1750,C3L-03963-26,,
1751,C3N-02434-21,,
1752,C3N-04701-24,,
1753,C3L-00445-25,,
1754,C3L-04880-24,,
1755,C3L-05150-25,,
1756,C3L-02646-28,,
1757,C3L-04854-23,,
1758,C3L-04728-22,,
1759,C3N-03486-21,,
1760,C3N-01846-21,,
1761,C3L-05221-25,,
1762,C3L-02168-22,,
1763,C3L-04336-24,,
1764,C3L-01455-25,,
1765,C3L-03963-22,,
1766,C3N-03886-21,,
1767,C3L-02629-28,,
1768,C3L-04866-26,,
1769,C3N-00839-22,,
1770,C3L-05420-28,,
1771,C3L-02964-22,,
1772,C3L-02629-26,,
1773,C3L-02168-25,,
1774,C3N-00221-26,,
1775,C3L-05398-28,,
1776,C3L-02163-22,,
1777,C3L-05221-27,,
1778,C3L-01455-23,,
1779,C3L-03965-26,,
1780,C3L-04408-21,,
1781,C3L-01285-22,,
1782,C3L-00993-21,,
1783,C3L-04781-21,,
1784,C3L-02650-23,,
1785,C3L-03982-21,,
1786,C3L-05176-22,,
1787,C3N-03486-26,,
1788,C3L-05392-22,,
1789,C3N-01893-30,,
1790,C3L-00503-22,,
1791,C3L-05394-22,,
1792,C3N-00555-26,,
1793,C3N-00839-21,,
1794,C3L-05225-22,,
1795,C3N-02523-21,,
1796,C3L-02660-22,,
1797,C3L-02163-24,,
1798,C3L-02627-21,,
1799,C3L-05369-25,,
1800,C3L-05150-23,,
1801,C3L-04916-23,,
1802,C3L-04874-22,,
