,train,val,test
C3N-00579-22,True,False,False
C3L-00263-21,True,False,False
C3N-04382-22,True,False,False
C3N-03764-29,True,False,False
C3N-02926-22,True,False,False
C3N-02572-23,True,False,False
C3L-04031-28,True,False,False
C3N-02145-27,True,False,False
C3L-02560-21,True,False,False
C3N-02916-22,True,False,False
C3N-02290-22,True,False,False
C3N-03212-22,True,False,False
C3N-02231-27,True,False,False
C3N-02193-25,True,False,False
C3N-00556-23,True,False,False
C3N-00545-23,True,False,False
C3N-02926-21,True,False,False
C3L-00144-21,True,False,False
C3L-04037-22,True,False,False
C3N-02155-23,True,False,False
C3N-00738-23,True,False,False
C3N-02242-26,True,False,False
C3N-02529-22,True,False,False
C3L-03271-24,True,False,False
C3L-03462-24,True,False,False
C3N-03929-23,True,False,False
C3N-01021-24,True,False,False
C3N-02192-27,True,False,False
C3N-01022-24,True,False,False
C3L-01924-24,True,False,False
C3N-03057-23,True,False,False
C3N-02379-22,True,False,False
C3N-01024-27,True,False,False
C3N-02973-26,True,False,False
C3L-02616-27,True,False,False
C3N-04157-23,True,False,False
C3L-04370-28,True,False,False
C3N-03765-29,True,False,False
C3L-03976-24,True,False,False
C3N-02000-22,True,False,False
C3N-00560-24,True,False,False
C3N-02922-24,True,False,False
C3N-02152-21,True,False,False
C3N-02587-23,True,False,False
C3N-04330-22,True,False,False
C3N-02144-22,True,False,False
C3N-02828-27,True,False,False
C3L-00095-23,True,False,False
C3N-02153-27,True,False,False
C3L-00422-22,True,False,False
C3N-00549-22,True,False,False
C3N-01022-21,True,False,False
C3L-02954-26,True,False,False
C3N-00552-22,True,False,False
C3N-02529-23,True,False,False
C3N-02922-21,True,False,False
C3L-02958-26,True,False,False
C3N-00737-26,True,False,False
C3N-00175-24,True,False,False
C3N-00560-21,True,False,False
C3L-04037-21,True,False,False
C3N-02234-22,True,False,False
C3N-01022-26,True,False,False
C3N-01024-26,True,False,False
C3N-02718-22,True,False,False
C3N-02380-23,True,False,False
C3N-03202-21,True,False,False
C3L-04365-26,True,False,False
C3N-00175-23,True,False,False
C3N-01415-23,True,False,False
C3L-04370-24,True,False,False
C3L-04744-23,True,False,False
C3L-03976-25,True,False,False
C3L-03984-24,True,False,False
C3L-02643-21,True,False,False
C3N-02828-26,True,False,False
C3N-02089-21,True,False,False
C3L-00510-26,True,False,False
C3L-04370-26,True,False,False
C3L-02348-26,True,False,False
C3L-02654-23,True,False,False
C3N-02152-26,True,False,False
C3N-03038-24,True,False,False
C3N-03038-23,True,False,False
C3N-00180-27,True,False,False
C3L-02661-22,True,False,False
C3N-02240-22,True,False,False
C3L-04373-23,True,False,False
C3N-00572-23,True,False,False
C3N-00294-24,True,False,False
C3L-02654-24,True,False,False
C3N-00559-22,True,False,False
C3N-00737-23,True,False,False
C3L-02616-28,True,False,False
C3L-02348-21,True,False,False
C3L-03976-22,True,False,False
C3N-00203-27,True,False,False
C3N-02715-26,True,False,False
C3N-04168-26,True,False,False
C3L-03271-23,True,False,False
C3N-01074-24,True,False,False
C3N-02922-23,True,False,False
C3N-01016-23,True,False,False
C3N-02152-24,True,False,False
C3N-02451-21,True,False,False
9f905736-f662-41d6-b3ac-16758d_D1_D1,True,False,False
C3N-02192-21,True,False,False
C3N-01030-24,True,False,False
C3L-02661-27,True,False,False
C3L-04757-22,True,False,False
C3N-01405-22,True,False,False
C3L-05369-24,True,False,False
C3L-05422-28,True,False,False
C3L-00415-26,True,False,False
C3N-05914-29,True,False,False
C3N-04162-21,True,False,False
C3L-03272-25,True,False,False
C3L-05411-27,True,False,False
C3L-04874-28,True,False,False
C3L-04873-28,True,False,False
C3N-05080-25,True,False,False
C3L-03962-25,True,False,False
C3L-02170-21,True,False,False
C3L-01455-24,True,False,False
C3L-04014-26,True,False,False
C3L-04808-22,True,False,False
C3N-03877-21,True,False,False
C3L-03982-26,True,False,False
C3L-00927-22,True,False,False
C3L-02891-21,True,False,False
C3L-04379-22,True,False,False
C3N-02289-26,True,False,False
C3L-04880-28,True,False,False
C3L-04856-21,True,False,False
C3L-04878-21,True,False,False
C3N-02252-30,True,False,False
C3L-04868-28,True,False,False
C3L-04856-24,True,False,False
C3L-05148-23,True,False,False
C3L-05392-28,True,False,False
C3N-02494-24,True,False,False
C3L-05398-21,True,False,False
C3L-05369-27,True,False,False
C3L-02665-28,True,False,False
C3L-02649-30,True,False,False
C3N-00211-21,True,False,False
C3L-05020-22,True,False,False
C3L-02665-27,True,False,False
C3L-04858-23,True,False,False
C3L-04861-23,True,False,False
C3L-02170-23,True,False,False
C3L-04889-27,True,False,False
C3L-05148-21,True,False,False
C3L-02127-24,True,False,False
C3L-04781-23,True,False,False
C3L-04888-21,True,False,False
C3L-02951-22,True,False,False
C3N-02425-22,True,False,False
C3L-04786-24,True,False,False
C3L-00568-22,True,False,False
C3L-05411-23,True,False,False
C3L-04922-22,True,False,False
C3L-04792-26,True,False,False
C3N-01018-24,True,False,False
C3L-00568-23,True,False,False
C3L-04367-25,True,False,False
C3L-05398-26,True,False,False
C3L-00993-27,True,False,False
C3N-03662-26,True,False,False
C3N-01893-23,True,False,False
C3L-04336-25,True,False,False
C3L-04883-22,True,False,False
C3L-04863-26,True,False,False
C3L-04868-21,True,False,False
C3L-03963-21,True,False,False
C3L-05394-25,True,False,False
C3L-02648-25,True,False,False
C3L-04079-22,True,False,False
C3N-05078-21,True,False,False
C3N-03848-23,True,False,False
C3L-02669-23,True,False,False
C3L-05428-21,True,False,False
C3L-04781-25,True,False,False
C3N-02725-21,True,False,False
C3L-05395-21,True,False,False
C3L-04889-24,True,False,False
C3L-04871-26,True,False,False
C3L-04013-25,True,False,False
C3N-05923-21,True,False,False
C3L-02629-23,True,False,False
C3L-04379-21,True,False,False
C3L-05420-23,True,False,False
C3N-01020-21,True,False,False
C3L-02665-21,True,False,False
C3L-04863-23,True,False,False
C3L-00993-22,True,False,False
C3L-04391-26,True,False,False
C3L-01606-21,True,False,False
C3L-05212-24,True,False,False
C3L-03982-24,True,False,False
C3L-06169-28,True,False,False
C3L-04804-24,True,False,False
C3N-02523-22,True,False,False
C3L-04854-24,True,False,False
C3L-05020-25,True,False,False
C3L-05145-21,True,False,False
C3L-03961-23,True,False,False
C3L-02618-21,True,False,False
C3L-04880-23,True,False,False
C3L-02660-24,True,False,False
C3N-00211-23,True,False,False
C3L-02170-24,True,False,False
C3L-05394-23,True,False,False
C3L-00503-25,True,False,False
C3L-02618-26,True,False,False
C3L-05145-22,True,False,False
C3L-05145-23,True,False,False
C3L-05420-22,True,False,False
C3L-05398-23,True,False,False
C3L-04921-22,True,False,False
C3L-02648-29,True,False,False
C3N-03204-22,True,False,False
C3N-04127-21,True,False,False
C3L-02951-26,True,False,False
C3L-02650-25,True,False,False
C3L-04916-25,True,False,False
C3L-05395-28,True,False,False
C3N-03072-22,True,False,False
C3N-03486-22,True,False,False
C3N-03662-22,True,False,False
C3L-00603-21,True,False,False
C3L-02649-23,True,False,False
C3L-04379-23,True,False,False
C3N-02285-30,True,False,False
C3L-05394-27,True,False,False
C3L-04887-28,True,False,False
C3L-04410-21,True,False,False
C3N-05100-27,True,False,False
C3N-00839-23,True,False,False
C3L-02646-23,True,False,False
C3L-02627-26,True,False,False
C3N-02494-22,True,False,False
C3L-05427-25,True,False,False
C3N-03923-21,True,False,False
C3L-02546-21,True,False,False
C3L-04792-25,True,False,False
C3N-03875-21,True,False,False
C3L-04883-28,True,False,False
C3L-00965-23,True,False,False
C3L-04404-26,True,False,False
C3L-04921-28,True,False,False
C3L-05393-21,True,False,False
C3L-05022-25,True,False,False
C3L-02349-21,True,False,False
C3N-02725-26,True,False,False
C3L-04883-27,True,False,False
C3L-06169-23,True,False,False
C3L-04889-26,True,False,False
C3L-05693-26,True,False,False
C3L-04889-21,True,False,False
C3L-02168-24,True,False,False
C3L-00923-26,True,False,False
C3L-05398-27,True,False,False
C3L-02648-21,True,False,False
C3N-00229-30,True,False,False
C3N-01028-24,True,False,False
C3L-02964-26,True,False,False
C3L-04866-23,True,False,False
C3N-01892-28,True,False,False
C3L-05392-21,True,False,False
C3L-01884-21,True,False,False
C3N-01028-23,True,False,False
C3L-00927-26,True,False,False
C3L-05150-22,True,False,False
C3L-01884-26,True,False,False
C3L-05427-26,True,False,False
C3L-04856-22,True,False,False
C3N-02425-23,True,False,False
C3N-05929-25,True,False,False
C3L-01606-26,True,False,False
C3L-05172-21,True,False,False
C3L-00904-22,True,False,False
C3L-03965-22,True,False,False
C3L-00993-26,True,False,False
C3L-04868-24,True,False,False
C3L-02891-23,True,False,False
C3N-02425-21,True,False,False
C3N-00555-23,True,False,False
C3L-04861-21,True,False,False
C3L-04086-27,True,False,False
C3L-04086-24,True,False,False
C3L-02629-24,True,False,False
C3L-04367-28,True,False,False
C3L-05212-22,True,False,False
C3L-04804-25,True,False,False
C3N-00309-24,True,False,False
C3L-02660-23,True,False,False
C3L-05398-25,True,False,False
C3L-05399-28,True,False,False
C3L-03678-23,True,False,False
C3L-04379-24,True,False,False
C3L-05221-26,True,False,False
C3L-04883-24,True,False,False
C3L-04888-25,True,False,False
C3N-01768-26,True,False,False
C3L-06169-22,True,False,False
C3N-01025-26,True,False,False
C3L-00904-21,True,False,False
C3L-04912-24,True,False,False
C3L-02646-21,True,False,False
C3L-02648-22,True,False,False
C3L-04781-27,True,False,False
C3L-03678-21,True,False,False
C3L-04071-24,True,False,False
C3L-03965-25,True,False,False
C3L-04861-26,True,False,False
C3L-04746-26,True,False,False
C3L-04786-21,True,False,False
C3L-04746-23,True,False,False
C3L-05428-28,True,False,False
C3L-02618-24,True,False,False
C3N-00497-21,True,False,False
C3L-04854-27,True,False,False
C3L-04858-27,True,False,False
C3L-04874-21,True,False,False
C3L-02619-23,True,False,False
C3N-00211-26,True,False,False
C3L-04861-27,True,False,False
C3L-04887-26,True,False,False
C3N-01411-22,True,False,False
C3N-00247-23,True,False,False
C3L-03987-22,True,False,False
C3L-04916-22,True,False,False
C3L-04378-26,True,False,False
C3L-05428-22,True,False,False
C3L-04079-23,True,False,False
C3L-04921-21,True,False,False
C3L-04889-25,True,False,False
C3N-02575-22,True,False,False
C3L-04804-21,True,False,False
C3L-04873-24,True,False,False
C3L-03962-26,True,False,False
C3L-05411-24,True,False,False
C3L-04216-24,True,False,False
C3L-04334-21,True,False,False
C3L-04781-26,True,False,False
C3L-05422-27,True,False,False
C3L-04746-25,True,False,False
C3N-02575-21,True,False,False
C3N-04167-26,True,False,False
C3L-01884-23,True,False,False
C3L-02665-25,True,False,False
C3N-04155-21,True,False,False
C3L-04868-26,True,False,False
C3L-02649-21,True,False,False
C3L-02168-23,True,False,False
C3N-00211-22,True,False,False
C3L-00445-21,True,False,False
C3L-06169-21,True,False,False
C3L-01000-26,True,False,False
C3L-04883-23,True,False,False
C3N-03093-22,True,False,False
C3L-04071-23,True,False,False
C3N-04127-23,True,False,False
C3L-04404-21,True,False,False
C3L-05428-24,True,False,False
C3N-04457-21,True,False,False
C3N-02300-22,True,False,False
C3L-02625-24,True,False,False
C3L-01285-21,True,False,False
C3L-02669-21,True,False,False
C3L-03987-28,True,False,False
C3L-03982-23,True,False,False
C3L-04921-25,True,False,False
C3L-05423-26,True,False,False
C3N-05079-21,True,False,False
C3L-04391-23,True,False,False
C3L-00965-21,True,False,False
C3N-02375-23,True,False,False
C3N-03092-23,True,False,False
C3L-02968-26,True,False,False
C3L-05397-24,True,False,False
C3L-02660-27,True,False,False
C3N-04713-26,True,False,False
C3N-02494-21,True,False,False
C3N-05079-28,True,False,False
C3N-05630-22,True,False,False
C3L-04921-23,True,False,False
C3L-03965-27,True,False,False
C3L-04086-22,True,False,False
C3L-00503-21,True,False,False
C3L-05423-25,True,False,False
C3L-04334-26,True,False,False
C3L-05423-24,True,False,False
C3L-05022-22,True,False,False
C3L-05150-24,True,False,False
C3N-02289-29,True,False,False
C3N-04457-22,True,False,False
C3L-04379-27,True,False,False
C3N-01018-26,True,False,False
C3N-04162-22,True,False,False
C3N-05923-29,True,False,False
C3L-05022-26,True,False,False
C3N-00555-22,True,False,False
C3L-04749-21,True,False,False
C3L-04408-26,True,False,False
C3N-02435-27,True,False,False
C3N-04457-26,True,False,False
C3L-04874-23,True,False,False
C3L-05420-24,True,False,False
C3L-04912-25,True,False,False
C3L-04792-24,True,False,False
C3N-01194-24,True,False,False
C3L-05399-27,True,False,False
C3L-02665-24,True,False,False
C3N-05080-27,True,False,False
C3L-04071-22,True,False,False
C3L-05394-28,True,False,False
C3N-02374-23,True,False,False
C3N-04167-21,True,False,False
C3L-05422-24,True,False,False
C3L-04880-27,True,False,False
C3L-04866-21,True,False,False
C3L-04746-21,True,False,False
C3L-02963-23,True,False,False
C3L-00993-23,True,False,False
C3L-04856-26,True,False,False
C3L-04086-21,True,False,False
C3N-02339-22,True,False,False
C3L-02349-26,True,False,False
C3L-05420-26,True,False,False
C3L-04871-28,True,False,False
C3L-02130-24,True,False,False
C3L-03965-21,True,False,False
C3L-05369-21,True,False,False
C3L-05428-23,True,False,False
C3N-04155-26,True,False,False
C3N-01017-27,True,False,False
C3L-04378-27,True,False,False
C3L-04887-21,True,False,False
C3L-05417-28,True,False,False
C3N-04124-21,True,False,False
C3L-00993-24,True,False,False
C3L-04367-23,True,False,False
C3L-04013-24,True,False,False
C3L-04013-21,True,False,False
C3L-02629-27,True,False,False
C3N-02426-22,True,False,False
C3L-02649-27,True,False,False
C3L-04367-21,True,False,False
C3L-00965-22,True,False,False
C3L-04873-23,True,False,False
C3L-02625-25,True,False,False
C3L-00445-24,True,False,False
C3L-04888-24,True,False,False
C3L-02130-23,True,False,False
C3N-04701-29,True,False,False
C3L-04861-22,True,False,False
C3N-03886-22,True,False,False
C3N-02284-30,True,False,False
C3L-04367-27,True,False,False
C3L-05420-25,True,False,False
C3N-02426-21,True,False,False
C3L-02624-24,True,False,False
C3N-02523-23,True,False,False
C3L-05411-28,True,False,False
C3L-04871-24,True,False,False
C3N-01020-22,True,False,False
C3L-05423-23,True,False,False
C3L-05145-26,True,False,False
C3L-05225-25,True,False,False
C3L-03272-21,True,False,False
C3N-03051-23,True,False,False
C3L-02624-23,True,False,False
C3L-02650-28,True,False,False
C3N-02435-21,True,False,False
C3N-03875-25,True,False,False
C3L-02618-22,True,False,False
C3L-04858-26,True,False,False
C3L-02627-28,True,False,False
C3L-04878-22,True,False,False
C3L-03962-27,True,False,False
C3L-02546-26,True,False,False
C3L-01663-22,True,False,False
C3L-04880-21,True,False,False
C3N-02575-23,True,False,False
C3N-04167-23,True,False,False
C3L-04334-25,True,False,False
C3L-00503-23,True,False,False
C3N-01411-21,True,False,False
C3N-03662-23,True,False,False
C3L-05212-26,True,False,False
C3L-05020-24,True,False,False
C3L-02963-22,True,False,False
C3L-05020-21,True,False,False
C3L-05397-27,True,False,False
C3L-04216-21,True,False,False
C3L-04872-23,True,False,False
C3L-05020-28,True,False,False
C3L-04873-21,True,False,False
C3L-04871-23,True,False,False
C3L-04916-21,True,False,False
C3L-02127-22,True,False,False
C3N-02675-27,True,False,False
C3N-01025-24,True,False,False
C3N-03662-21,True,False,False
C3L-05148-26,True,False,False
C3L-05411-26,True,False,False
C3L-04216-23,True,False,False
C3N-03076-22,True,False,False
C3N-01025-27,True,False,False
C3L-04871-21,True,False,False
C3L-04871-27,True,False,False
C3L-04013-22,True,False,False
C3N-01025-23,True,False,False
C3N-03486-23,True,False,False
C3L-05176-25,True,False,False
C3L-02649-26,True,False,False
C3N-01020-26,True,False,False
C3N-03877-23,True,False,False
C3L-02650-26,True,False,False
C3L-04808-23,True,False,False
C3L-02660-26,True,False,False
C3L-02625-26,True,False,False
C3L-04334-27,True,False,False
C3L-05150-26,True,False,False
C3L-04889-22,True,False,False
C3L-05422-25,True,False,False
C3N-02435-26,True,False,False
C3L-04872-22,True,False,False
C3L-02660-21,True,False,False
C3L-04786-27,True,False,False
C3N-04162-23,True,False,False
C3L-04367-26,True,False,False
C3N-02252-29,True,False,False
C3L-04878-24,True,False,False
C3L-02552-26,True,False,False
C3N-03092-22,True,False,False
C3L-02164-22,True,False,False
C3L-03982-28,True,False,False
C3L-05022-24,True,False,False
C3L-05395-27,True,False,False
C3L-02665-22,True,False,False
C3L-03987-24,True,False,False
C3N-02374-21,True,False,False
C3L-04872-28,True,False,False
C3N-02434-23,True,False,False
C3L-02163-23,True,False,False
C3L-04361-22,True,False,False
C3L-02625-22,True,False,False
C3L-02629-21,True,False,False
C3L-02627-25,True,False,False
C3L-01663-26,True,False,False
C3N-03424-29,True,False,False
C3L-05427-22,True,False,False
C3L-02164-26,True,False,False
C3L-04888-27,True,False,False
C3L-04873-27,True,False,False
C3L-02625-28,True,False,False
C3L-05369-28,True,False,False
C3L-05020-27,True,False,False
C3N-01020-23,True,False,False
C3L-04746-24,True,False,False
C3L-02648-24,True,False,False
C3N-02339-21,True,False,False
C3N-03923-23,True,False,False
C3L-04792-28,True,False,False
C3L-02552-23,True,False,False
C3N-04162-26,True,False,False
C3L-05022-21,True,False,False
C3L-02629-22,True,False,False
C3N-02285-24,True,False,False
C3L-04336-23,True,False,False
C3L-01838-26,True,False,False
C3L-05428-26,True,False,False
C3L-02969-21,True,False,False
C3L-05212-21,True,False,False
C3L-04014-23,True,False,False
C3L-04402-21,True,False,False
C3N-00229-29,True,False,False
C3L-04878-25,True,False,False
C3L-04409-26,True,False,False
C3L-04866-22,True,False,False
C3L-04334-23,True,False,False
C3N-00247-28,True,False,False
C3L-03961-24,True,False,False
C3L-04858-28,True,False,False
C3L-02358-26,True,False,False
C3L-04854-21,True,False,False
C3L-02625-27,True,False,False
C3L-03982-27,True,False,False
C3L-05148-24,True,False,False
C3L-01884-22,True,False,False
C3L-05176-26,True,False,False
C3L-01455-21,True,False,False
C3L-03965-28,True,False,False
C3N-02725-22,True,False,False
C3L-04334-28,True,False,False
C3L-05225-24,True,False,False
C3N-02283-21,True,False,False
C3L-04922-21,True,False,False
C3L-05395-24,True,False,False
C3L-04367-22,True,False,False
C3L-05221-23,True,False,False
C3L-04746-28,True,False,False
C3L-03963-24,True,False,False
C3L-03963-27,True,False,False
C3N-03886-26,True,False,False
C3N-05929-23,True,False,False
C3L-04378-28,True,False,False
C3L-04013-27,True,False,False
C3L-03272-24,True,False,False
C3N-04124-22,True,False,False
C3L-04379-28,True,False,False
C3L-05369-26,True,False,False
C3N-04169-22,True,False,False
C3N-02339-23,True,False,False
C3L-05172-25,True,False,False
C3L-02951-23,True,False,False
C3N-00221-22,True,False,False
C3L-02130-22,True,False,False
C3L-05221-21,True,False,False
C3L-03963-28,True,False,False
C3L-02168-21,True,False,False
C3N-05629-21,True,False,False
C3N-02688-21,True,False,False
C3N-04609-22,True,False,False
C3L-02646-25,True,False,False
C3L-02649-24,True,False,False
C3L-05393-27,True,False,False
C3N-00247-22,True,False,False
C3L-04888-26,True,False,False
C3L-02669-25,True,False,False
C3L-04792-27,True,False,False
C3L-02963-21,True,False,False
C3L-02665-26,True,False,False
C3L-05145-24,True,False,False
C3L-04866-25,True,False,False
C3N-03851-23,True,False,False
C3L-04858-24,True,False,False
C3L-04792-21,True,False,False
C3N-00221-24,True,False,False
C3L-05399-21,True,False,False
C3L-05399-23,True,False,False
C3L-03982-22,True,False,False
C3L-02969-26,True,False,False
C3L-05172-23,True,False,False
C3L-04808-26,True,False,False
C3L-02969-22,True,False,False
C3L-03961-26,True,False,False
C3L-02163-21,True,False,False
C3L-04014-22,True,False,False
C3L-05397-28,True,False,False
C3N-00555-24,True,False,False
C3L-00445-23,True,False,False
C3L-04916-28,True,False,False
C3L-05420-27,True,False,False
C3L-01455-22,True,False,False
C3L-04014-24,True,False,False
C3L-04921-24,True,False,False
C3N-03425-29,True,False,False
C3L-02619-26,True,False,False
C3N-02288-29,True,False,False
C3L-05022-23,True,False,False
C3L-01000-25,True,False,False
C3L-04861-25,True,False,False
C3L-05397-25,True,False,False
C3N-00309-21,True,False,False
C3N-02283-30,True,False,False
C3L-03272-26,True,False,False
C3L-01285-26,True,False,False
C3L-04854-22,True,False,False
C3N-04127-22,True,False,False
C3L-03272-23,True,False,False
C3N-03848-21,True,False,False
C3L-02660-28,True,False,False
C3N-03851-24,True,False,False
C3L-04874-24,True,False,False
C3L-05176-24,True,False,False
C3L-04378-22,True,False,False
C3L-05225-23,True,False,False
C3L-05398-24,True,False,False
C3L-04863-24,True,False,False
C3L-04887-24,True,False,False
C3N-01846-22,True,False,False
C3L-05392-26,True,False,False
C3N-00309-25,True,False,False
C3L-05397-22,True,False,False
C3L-04880-25,True,False,False
C3L-05422-23,True,False,False
C3L-05693-21,True,False,False
C3N-01892-29,True,False,False
C3N-05630-26,True,False,False
C3L-05212-25,True,False,False
C3N-00309-23,True,False,False
C3N-04124-23,True,False,False
C3L-04379-25,True,False,False
C3L-03987-26,True,False,False
C3L-05417-24,True,False,False
C3L-00965-24,True,False,False
C3L-00568-21,True,False,False
C3L-04014-25,True,False,False
C3L-02164-27,True,False,False
C3L-04749-23,True,False,False
C3N-01017-24,True,False,False
C3L-04916-26,True,False,False
C3L-04786-26,True,False,False
C3N-03093-25,True,False,False
C3L-02619-28,True,False,False
C3N-03425-25,True,False,False
C3N-03092-24,True,False,False
C3L-02619-21,True,False,False
C3L-05395-23,True,False,False
C3L-03962-24,True,False,False
C3L-02627-22,True,False,False
C3L-04887-22,True,False,False
C3N-00211-24,True,False,False
C3L-02669-28,True,False,False
C3L-05399-22,True,False,False
C3L-05176-21,True,False,False
C3L-04912-22,True,False,False
C3L-05395-25,True,False,False
C3L-04378-23,True,False,False
C3L-02164-23,True,False,False
C3N-01025-22,True,False,False
C3L-05392-25,True,False,False
C3N-01028-27,True,False,False
C3L-02891-26,True,False,False
C3L-04728-21,True,False,False
C3L-04079-21,True,False,False
C3L-04871-25,True,False,False
C3L-02619-25,True,False,False
C3L-03965-24,True,False,False
C3L-04786-28,True,False,False
C3L-04786-22,True,False,False
C3L-03272-22,True,False,False
C3N-03877-22,True,False,False
C3N-01846-26,True,False,False
C3L-04872-25,True,False,False
C3L-02618-27,True,False,False
C3L-02163-25,True,False,False
C3L-00603-26,True,False,False
C3L-02650-30,True,False,False
C3N-01020-27,True,False,False
C3N-03051-22,True,False,False
C3N-00839-26,True,False,False
C3L-04854-28,True,False,False
C3L-02648-26,True,False,False
C3L-05398-22,True,False,False
C3L-02127-25,True,False,False
C3N-03076-23,True,False,False
C3N-00221-28,True,False,False
C3L-04334-22,True,False,False
C3N-01018-21,True,False,False
C3L-00081-26,True,False,False
C3L-01455-26,True,False,False
C3N-03886-23,True,False,False
C3L-04861-28,True,False,False
C3L-05145-25,True,False,False
C3L-02625-23,True,False,False
C3L-05397-23,True,False,False
C3L-02170-22,True,False,False
C3N-00221-21,True,False,False
C3L-04874-27,True,False,False
C3L-02660-25,True,False,False
C3L-05394-26,True,False,False
C3N-04167-22,True,False,False
C3L-04781-28,True,False,False
C3L-04014-28,True,False,False
C3L-04872-26,True,False,False
C3L-04916-27,True,False,False
C3L-04361-25,True,False,False
C3L-04086-28,True,False,False
C3L-00603-22,True,False,False
C3L-02170-25,True,False,False
C3L-04888-23,True,False,False
C3L-00081-21,True,False,False
C3L-04922-26,True,False,False
C3N-04609-26,True,False,False
C3N-01767-26,True,False,False
C3L-02164-21,True,False,False
C3L-04912-23,True,False,False
C3L-05394-24,True,False,False
C3L-05393-24,True,False,False
C3L-04863-22,True,False,False
C3L-02619-27,True,False,False
C3N-01018-27,True,False,False
C3L-04808-21,True,False,False
C3L-03987-25,True,False,False
C3L-04336-22,True,False,False
C3N-00555-27,True,False,False
C3L-05172-26,True,False,False
C3N-04457-23,True,False,False
C3L-04804-26,True,False,False
C3L-02358-21,True,False,False
C3L-02650-24,True,False,False
C3L-04336-26,True,False,False
C3L-04410-26,True,False,False
C3L-04873-25,True,False,False
C3L-02963-26,True,False,False
C3N-03923-22,True,False,False
C3L-02619-22,True,False,False
C3L-05428-27,True,False,False
C3L-04804-23,True,False,False
C3N-01018-22,True,False,False
C3N-05078-25,True,False,False
C3N-00247-26,True,False,False
C3N-02339-26,True,False,False
C3L-02650-22,True,False,False
C3L-03961-25,True,False,False
C3L-04361-21,True,False,False
C3L-04863-25,True,False,False
C3N-01017-26,True,False,False
C3N-01017-21,True,False,False
C3L-05417-23,True,False,False
C3L-04071-21,True,False,False
C3L-04878-28,True,False,False
C3L-04378-25,True,False,False
C3L-04216-25,True,False,False
C3L-05427-21,True,False,False
C3L-02546-23,True,False,False
C3N-01017-22,True,False,False
C3L-03963-26,True,False,False
C3N-02434-21,True,False,False
C3N-04701-24,True,False,False
C3L-00445-25,True,False,False
C3L-04880-24,True,False,False
C3L-05150-25,True,False,False
C3L-02646-28,True,False,False
C3L-04854-23,True,False,False
C3L-04728-22,True,False,False
C3N-03486-21,True,False,False
C3N-01846-21,True,False,False
C3L-05221-25,True,False,False
C3L-02168-22,True,False,False
C3L-04336-24,True,False,False
C3L-01455-25,True,False,False
C3L-03963-22,True,False,False
C3N-03886-21,True,False,False
C3L-02629-28,True,False,False
C3L-04866-26,True,False,False
C3N-00839-22,True,False,False
C3L-05420-28,True,False,False
C3L-02964-22,True,False,False
C3L-02629-26,True,False,False
C3L-02168-25,True,False,False
C3N-00221-26,True,False,False
C3L-05398-28,True,False,False
C3L-02163-22,True,False,False
C3L-05221-27,True,False,False
C3L-01455-23,True,False,False
C3L-03965-26,True,False,False
C3L-04408-21,True,False,False
C3L-01285-22,True,False,False
C3L-00993-21,True,False,False
C3L-04781-21,True,False,False
C3L-02650-23,True,False,False
C3L-03982-21,True,False,False
C3L-05176-22,True,False,False
C3N-03486-26,True,False,False
C3L-05392-22,True,False,False
C3N-01893-30,True,False,False
C3L-00503-22,True,False,False
C3L-05394-22,True,False,False
C3N-00555-26,True,False,False
C3N-00839-21,True,False,False
C3L-05225-22,True,False,False
C3N-02523-21,True,False,False
C3L-02660-22,True,False,False
C3L-02163-24,True,False,False
C3L-02627-21,True,False,False
C3L-05369-25,True,False,False
C3L-05150-23,True,False,False
C3L-04916-23,True,False,False
C3L-04874-22,True,False,False
C3L-04361-23,True,False,False
C3N-00555-21,True,False,False
C3L-05392-24,True,False,False
C3L-02168-26,True,False,False
C3L-00445-26,True,False,False
C3L-02627-27,True,False,False
C3L-02127-23,True,False,False
C3L-00927-21,True,False,False
C3L-05422-21,True,False,False
C3L-04014-27,True,False,False
C3L-02648-23,True,False,False
C3L-03962-23,True,False,False
C3N-03093-23,True,False,False
C3L-05422-22,True,False,False
C3N-03093-21,True,False,False
C3L-05397-21,True,False,False
C3N-03072-23,True,False,False
C3L-05399-26,True,False,False
C3L-04878-26,True,False,False
C3L-03962-22,True,False,False
C3L-06169-24,True,False,False
C3L-02648-27,True,False,False
C3L-03987-23,True,False,False
C3L-04921-27,True,False,False
C3N-02675-24,True,False,False
C3L-06169-25,True,False,False
C3L-04922-25,True,False,False
C3L-04804-22,True,False,False
C3L-04866-27,True,False,False
C3N-03851-21,True,False,False
C3L-04883-26,True,False,False
C3L-05148-22,True,False,False
C3N-04170-26,True,False,False
C3L-04410-22,True,False,False
C3N-03762-21,True,False,False
C3L-02646-24,True,False,False
C3L-04367-24,True,False,False
C3L-04880-26,True,False,False
C3N-00211-27,True,False,False
C3L-02649-22,True,False,False
C3L-00445-22,True,False,False
C3N-02375-21,True,False,False
C3L-04409-23,True,False,False
C3N-00221-23,True,False,False
C3L-06169-26,True,False,False
C3L-04749-24,True,False,False
C3L-04409-21,True,False,False
C3L-05221-28,True,False,False
C3L-03963-23,True,False,False
C3L-05150-21,True,False,False
C3L-04858-21,True,False,False
C3L-04216-22,True,False,False
C3L-04014-21,True,False,False
C3L-04887-27,True,False,False
C3N-03092-26,True,False,False
C3N-01028-26,True,False,False
